"Month","Day","Year","station","city","state","weather_type","rating","status","userID"
4,5,2012,"KSGU","St. George","UT",1,1,"living","G56204"
9,20,2013,"KSGU","St. George","UT",6,3,"living","G56204"
3,26,2014,"KSGU","St. George","UT",1,5,"living","G56204"
12,14,2010,"KCOF","Cocoa","FL",1,1,"traveling","G56204"
11,30,2008,"KCOF","Cocoa","FL",7,1,"traveling","G56204"
11,23,2009,"KJST","Johnstown","PA",5,5,"traveling","G56204"
3,17,2013,"KGFL","Glens Falls","NY",3,1,"living","C64035"
9,18,2006,"KGFL","Glens Falls","NY",10,3,"living","C64035"
2,21,2010,"KGFL","Glens Falls","NY",4,1,"living","C64035"
7,10,2013,"KGFL","Glens Falls","NY",7,3,"living","C64035"
11,21,2012,"KGFL","Glens Falls","NY",4,2,"living","C64035"
6,5,2013,"KGFL","Glens Falls","NY",8,5,"living","C64035"
11,20,2006,"KGFL","Glens Falls","NY",4,5,"living","C64035"
4,12,2010,"KGFL","Glens Falls","NY",3,2,"living","C64035"
1,30,2015,"KGFL","Glens Falls","NY",2,5,"living","C64035"
12,9,2012,"KGFL","Glens Falls","NY",4,3,"living","C64035"
5,17,2011,"KGFL","Glens Falls","NY",5,3,"living","C64035"
9,10,2007,"KGFL","Glens Falls","NY",5,4,"living","C64035"
11,23,2015,"KGFL","Glens Falls","NY",3,2,"living","C64035"
3,8,2010,"KGFL","Glens Falls","NY",3,4,"living","C64035"
7,19,2014,"KGFL","Glens Falls","NY",8,1,"living","C64035"
11,3,2010,"KGFL","Glens Falls","NY",4,5,"living","C64035"
3,17,2007,"KGFL","Glens Falls","NY",4,5,"living","C64035"
2,13,2008,"KETH","Wheaton NDB","MN",2,5,"traveling","C64035"
10,5,2007,"KGTF","Great Falls","MT",5,4,"living","Q22418"
10,10,2015,"KGTF","Great Falls","MT",1,1,"living","Q22418"
1,1,2007,"KGTF","Great Falls","MT",1,5,"living","Q22418"
2,16,2008,"KGTF","Great Falls","MT",1,2,"living","Q22418"
8,9,2009,"KGTF","Great Falls","MT",9,3,"living","Q22418"
6,4,2011,"KGTF","Great Falls","MT",3,5,"living","Q22418"
4,13,2011,"KGTF","Great Falls","MT",3,3,"living","Q22418"
6,11,2015,"KGTF","Great Falls","MT",9,3,"living","Q22418"
1,28,2013,"KGTF","Great Falls","MT",1,3,"living","Q22418"
1,30,2006,"KGTF","Great Falls","MT",1,5,"living","Q22418"
3,16,2012,"KISM","Kissimmee","FL",10,5,"traveling","Q22418"
3,13,2013,"KPBF","Pine Bluff","AR",3,1,"traveling","Q22418"
10,17,2014,"KPBF","Pine Bluff","AR",10,1,"traveling","Q22418"
6,27,2011,"KBOS","Boston","MA",7,3,"living","W10135"
6,12,2015,"KBOS","Boston","MA",9,4,"living","W10135"
8,2,2015,"KBOS","Boston","MA",9,3,"living","W10135"
6,25,2014,"KBOS","Boston","MA",7,1,"living","W10135"
7,24,2011,"KBOS","Boston","MA",10,4,"living","W10135"
8,16,2010,"KBOS","Boston","MA",7,3,"living","W10135"
3,4,2007,"KBOS","Boston","MA",1,4,"living","W10135"
10,25,2012,"KBOS","Boston","MA",8,3,"living","W10135"
10,27,2010,"KBOS","Boston","MA",7,1,"living","W10135"
8,10,2009,"KBOS","Boston","MA",10,5,"living","W10135"
6,15,2010,"KBOS","Boston","MA",8,5,"living","W10135"
1,3,2012,"KBOS","Boston","MA",1,2,"living","W10135"
10,19,2010,"KBOS","Boston","MA",3,4,"living","W10135"
9,3,2011,"KBOS","Boston","MA",10,1,"living","W10135"
2,27,2007,"KALW","Walla Walla","WA",4,1,"traveling","W10135"
10,17,2013,"KVPC","Cartersville","GA",10,1,"living","T19450"
9,19,2008,"KVPC","Cartersville","GA",8,5,"living","T19450"
9,11,2008,"KVPC","Cartersville","GA",10,1,"living","T19450"
11,29,2013,"KVPC","Cartersville","GA",8,3,"living","T19450"
3,30,2014,"KVPC","Cartersville","GA",3,5,"living","T19450"
3,13,2008,"KVPC","Cartersville","GA",8,1,"living","T19450"
12,4,2006,"KVPC","Cartersville","GA",3,3,"living","T19450"
4,3,2011,"KLRJ","Le Mars","IA",1,1,"traveling","T19450"
4,1,2014,"KSAV","Savannah","GA",9,1,"traveling","T19450"
12,21,2010,"KLRJ","Le Mars","IA",4,5,"traveling","T19450"
12,16,2007,"KSUA","Stuart","FL",7,4,"living","R92235"
5,26,2015,"KSUA","Stuart","FL",10,4,"living","R92235"
7,14,2008,"KSUA","Stuart","FL",10,4,"living","R92235"
3,2,2012,"KSUA","Stuart","FL",10,3,"living","R92235"
1,6,2009,"KSUA","Stuart","FL",10,4,"living","R92235"
5,20,2009,"KSUA","Stuart","FL",7,5,"living","R92235"
10,30,2012,"KSUA","Stuart","FL",9,1,"living","R92235"
12,8,2008,"KSUA","Stuart","FL",8,1,"living","R92235"
11,7,2007,"KSUA","Stuart","FL",10,2,"living","R92235"
11,28,2006,"KSUA","Stuart","FL",7,4,"living","R92235"
9,21,2007,"KSUA","Stuart","FL",10,4,"living","R92235"
1,21,2007,"KSUA","Stuart","FL",9,5,"living","R92235"
8,4,2012,"KSUA","Stuart","FL",10,3,"living","R92235"
5,28,2013,"KSUA","Stuart","FL",7,5,"living","R92235"
7,23,2015,"KFOZ","Bigfork","MN",10,5,"traveling","R92235"
12,5,2012,"KBVI","Beaver Falls","PA",4,3,"living","V55457"
8,24,2011,"KBVI","Beaver Falls","PA",10,5,"living","V55457"
1,7,2012,"KBVI","Beaver Falls","PA",3,1,"living","V55457"
4,27,2007,"KBVI","Beaver Falls","PA",5,1,"living","V55457"
3,20,2011,"KBVI","Beaver Falls","PA",3,5,"living","V55457"
12,12,2014,"KBVI","Beaver Falls","PA",4,3,"living","V55457"
1,29,2013,"KBVI","Beaver Falls","PA",5,4,"living","V55457"
6,28,2012,"KBVI","Beaver Falls","PA",9,1,"living","V55457"
8,2,2013,"KBVI","Beaver Falls","PA",8,2,"living","V55457"
7,29,2013,"KBVI","Beaver Falls","PA",8,3,"living","V55457"
1,27,2010,"KBVI","Beaver Falls","PA",2,1,"living","V55457"
2,20,2013,"KBVI","Beaver Falls","PA",2,1,"living","V55457"
1,6,2015,"KBVI","Beaver Falls","PA",4,1,"living","V55457"
11,15,2011,"KBVI","Beaver Falls","PA",5,2,"living","V55457"
11,5,2009,"KBVI","Beaver Falls","PA",2,2,"living","V55457"
11,25,2007,"PAWN","Noatak","AK",4,1,"traveling","V55457"
9,13,2006,"PAKN","King Salmon","AK",6,2,"living","F03945"
4,10,2012,"PAKN","King Salmon","AK",1,1,"living","F03945"
11,19,2011,"PAKN","King Salmon","AK",6,1,"living","F03945"
7,5,2013,"PAKN","King Salmon","AK",6,5,"living","F03945"
6,13,2015,"PAKN","King Salmon","AK",6,3,"living","F03945"
8,19,2011,"PAKN","King Salmon","AK",6,2,"living","F03945"
11,5,2013,"PAKN","King Salmon","AK",6,3,"living","F03945"
8,2,2008,"PAKN","King Salmon","AK",6,3,"living","F03945"
4,18,2014,"PAKN","King Salmon","AK",6,5,"living","F03945"
6,30,2013,"PAKN","King Salmon","AK",6,5,"living","F03945"
5,26,2006,"PAKN","King Salmon","AK",8,2,"living","F03945"
3,11,2013,"PAKN","King Salmon","AK",6,1,"living","F03945"
9,27,2009,"KCVX","Charlevoix","MI",5,1,"traveling","F03945"
1,20,2015,"KBHM","Birmingham","AL",8,1,"traveling","F03945"
1,27,2009,"KTIW","Tacoma Narrows","WA",2,3,"living","H42052"
2,20,2007,"KTIW","Tacoma Narrows","WA",2,3,"living","H42052"
10,22,2014,"KTIW","Tacoma Narrows","WA",5,1,"living","H42052"
2,6,2009,"KTIW","Tacoma Narrows","WA",5,1,"living","H42052"
2,11,2009,"KTIW","Tacoma Narrows","WA",4,5,"living","H42052"
11,25,2010,"KTIW","Tacoma Narrows","WA",4,4,"living","H42052"
6,4,2008,"KTIW","Tacoma Narrows","WA",8,4,"living","H42052"
6,30,2011,"KTIW","Tacoma Narrows","WA",5,2,"living","H42052"
7,29,2010,"KLFK","Lufkin","TX",10,1,"traveling","H42052"
9,29,2011,"KLFK","Lufkin","TX",10,5,"traveling","H42052"
3,2,2009,"KEHR","Henderson City","KY",3,1,"living","U60699"
12,3,2006,"KEHR","Henderson City","KY",4,1,"living","U60699"
11,22,2013,"KEHR","Henderson City","KY",5,3,"living","U60699"
7,17,2015,"KEHR","Henderson City","KY",10,3,"living","U60699"
2,6,2009,"KEHR","Henderson City","KY",4,5,"living","U60699"
10,1,2011,"KEHR","Henderson City","KY",3,4,"living","U60699"
12,9,2015,"KEHR","Henderson City","KY",8,5,"living","U60699"
4,8,2006,"KEHR","Henderson City","KY",2,2,"living","U60699"
2,2,2015,"KEHR","Henderson City","KY",2,1,"living","U60699"
12,20,2008,"KEHR","Henderson City","KY",2,3,"living","U60699"
11,19,2006,"KEHR","Henderson City","KY",4,4,"living","U60699"
8,21,2012,"KEMP","Emporia","KS",6,5,"traveling","U60699"
4,4,2013,"KVBG","Vandenberg AFB","CA",5,5,"traveling","U60699"
9,5,2014,"KMAI","Marianna","FL",10,4,"living","F34683"
5,6,2009,"KMAI","Marianna","FL",10,4,"living","F34683"
4,6,2013,"KMAI","Marianna","FL",8,1,"living","F34683"
2,2,2013,"KMAI","Marianna","FL",8,1,"living","F34683"
4,3,2013,"KMAI","Marianna","FL",5,4,"living","F34683"
3,28,2012,"KMAI","Marianna","FL",8,2,"living","F34683"
7,5,2010,"KMAI","Marianna","FL",10,5,"living","F34683"
3,27,2008,"KMAI","Marianna","FL",8,4,"living","F34683"
8,30,2015,"KMAI","Marianna","FL",10,5,"living","F34683"
7,23,2008,"KMAI","Marianna","FL",7,2,"living","F34683"
5,10,2008,"KMAI","Marianna","FL",10,3,"living","F34683"
3,14,2007,"KMAI","Marianna","FL",8,4,"living","F34683"
1,23,2012,"KMAI","Marianna","FL",7,1,"living","F34683"
1,2,2008,"KMAI","Marianna","FL",3,3,"living","F34683"
7,18,2012,"KMAI","Marianna","FL",10,5,"living","F34683"
11,28,2012,"KMAI","Marianna","FL",5,5,"living","F34683"
8,3,2014,"KLGU","Logan","UT",9,5,"traveling","F34683"
5,3,2009,"KNYG","Quantico","VA",5,1,"traveling","F34683"
4,22,2010,"KLGU","Logan","UT",2,5,"traveling","F34683"
6,13,2011,"KMRJ","Mineral Point","WI",8,1,"living","G12274"
3,28,2006,"KMRJ","Mineral Point","WI",4,3,"living","G12274"
3,22,2012,"KMRJ","Mineral Point","WI",8,3,"living","G12274"
4,19,2006,"KMRJ","Mineral Point","WI",9,5,"living","G12274"
6,30,2015,"KMRJ","Mineral Point","WI",10,3,"living","G12274"
3,6,2015,"KMRJ","Mineral Point","WI",4,1,"living","G12274"
11,14,2009,"KMRJ","Mineral Point","WI",8,2,"living","G12274"
4,25,2013,"KMRJ","Mineral Point","WI",3,1,"living","G12274"
1,27,2012,"KMRJ","Mineral Point","WI",4,2,"living","G12274"
3,30,2007,"KMRJ","Mineral Point","WI",2,3,"living","G12274"
11,2,2008,"KMRJ","Mineral Point","WI",5,1,"living","G12274"
4,7,2015,"KMRJ","Mineral Point","WI",2,1,"living","G12274"
12,20,2007,"KMRJ","Mineral Point","WI",4,5,"living","G12274"
9,11,2007,"KMRJ","Mineral Point","WI",9,2,"living","G12274"
10,9,2011,"KMRJ","Mineral Point","WI",8,3,"living","G12274"
11,12,2015,"KGRB","Green Bay","WI",2,1,"traveling","G12274"
5,1,2010,"KGRB","Green Bay","WI",7,5,"traveling","G12274"
11,21,2006,"KRNT","Renton","WA",2,1,"traveling","G12274"
7,26,2012,"KVBT","Bentonville","AR",10,5,"living","Z79537"
5,16,2011,"KVBT","Bentonville","AR",8,1,"living","Z79537"
5,30,2013,"KVBT","Bentonville","AR",7,5,"living","Z79537"
3,14,2010,"KVBT","Bentonville","AR",4,1,"living","Z79537"
4,19,2011,"KVBT","Bentonville","AR",7,2,"living","Z79537"
8,6,2011,"KVBT","Bentonville","AR",9,1,"living","Z79537"
10,23,2007,"KVBT","Bentonville","AR",9,3,"living","Z79537"
3,2,2010,"KVBT","Bentonville","AR",3,3,"living","Z79537"
12,30,2014,"KVBT","Bentonville","AR",4,2,"living","Z79537"
3,21,2010,"KVBT","Bentonville","AR",2,1,"living","Z79537"
12,21,2007,"KVBT","Bentonville","AR",4,3,"living","Z79537"
1,12,2014,"KVBT","Bentonville","AR",1,2,"living","Z79537"
11,13,2007,"KVBT","Bentonville","AR",5,1,"living","Z79537"
5,27,2010,"KVBT","Bentonville","AR",10,4,"living","Z79537"
5,18,2015,"KCSG","Columbus","GA",10,5,"traveling","Z79537"
7,8,2009,"KCSG","Columbus","GA",10,5,"traveling","Z79537"
3,28,2014,"KDET","Detroit","MI",1,2,"living","E01647"
1,3,2007,"KDET","Detroit","MI",2,5,"living","E01647"
3,21,2014,"KDET","Detroit","MI",4,4,"living","E01647"
8,25,2009,"KDET","Detroit","MI",10,5,"living","E01647"
6,1,2008,"KDET","Detroit","MI",8,3,"living","E01647"
1,9,2013,"KDET","Detroit","MI",1,2,"living","E01647"
6,28,2010,"KDET","Detroit","MI",9,1,"living","E01647"
7,13,2010,"KDET","Detroit","MI",10,4,"living","E01647"
6,22,2006,"KDET","Detroit","MI",10,2,"living","E01647"
12,19,2007,"KSKA","Spokane Fairchild","WA",2,5,"traveling","E01647"
11,29,2014,"KGMU","Greenville Downtown","SC",3,5,"traveling","E01647"
3,25,2009,"PAGA","Galena","AK",4,1,"living","B27563"
10,29,2006,"PAGA","Galena","AK",2,3,"living","B27563"
7,31,2009,"PAGA","Galena","AK",2,2,"living","B27563"
3,20,2011,"PAGA","Galena","AK",1,5,"living","B27563"
1,22,2008,"PAGA","Galena","AK",2,5,"living","B27563"
6,19,2009,"PAGA","Galena","AK",8,3,"living","B27563"
3,10,2009,"PAGA","Galena","AK",2,4,"living","B27563"
9,24,2013,"PAGA","Galena","AK",2,3,"living","B27563"
9,3,2009,"PAGA","Galena","AK",5,3,"living","B27563"
1,20,2014,"PAGA","Galena","AK",2,1,"living","B27563"
6,15,2006,"PAGA","Galena","AK",8,2,"living","B27563"
10,25,2013,"PAGA","Galena","AK",2,5,"living","B27563"
11,9,2014,"PAGA","Galena","AK",2,5,"living","B27563"
12,19,2013,"PAGA","Galena","AK",4,2,"living","B27563"
9,29,2008,"PAGA","Galena","AK",4,2,"living","B27563"
11,3,2013,"PAGA","Galena","AK",2,5,"living","B27563"
5,17,2009,"KCJR","Culpeper","VA",9,5,"traveling","B27563"
10,13,2007,"PASD","Sand Point","AK",2,5,"traveling","B27563"
3,5,2010,"KGON","Groton","CT",3,2,"living","I59672"
4,15,2008,"KGON","Groton","CT",3,2,"living","I59672"
12,15,2013,"KGON","Groton","CT",2,5,"living","I59672"
4,30,2010,"KGON","Groton","CT",3,2,"living","I59672"
4,7,2007,"KGON","Groton","CT",3,4,"living","I59672"
10,5,2009,"KGON","Groton","CT",5,4,"living","I59672"
6,27,2014,"KGON","Groton","CT",10,2,"living","I59672"
4,17,2010,"KGON","Groton","CT",5,4,"living","I59672"
12,19,2011,"KGON","Groton","CT",2,1,"living","I59672"
12,28,2011,"KGON","Groton","CT",2,2,"living","I59672"
10,24,2007,"KGON","Groton","CT",5,4,"living","I59672"
3,27,2007,"KGON","Groton","CT",5,2,"living","I59672"
6,3,2014,"KGON","Groton","CT",5,2,"living","I59672"
4,30,2011,"KGON","Groton","CT",3,1,"living","I59672"
10,24,2006,"KGON","Groton","CT",3,1,"living","I59672"
10,22,2015,"KBLF","Bluefield","WV",8,5,"traveling","I59672"
6,24,2015,"KAMW","Ames","IA",5,1,"traveling","I59672"
6,18,2007,"K4BL","Blanding","UT",6,3,"living","P78091"
12,14,2007,"K4BL","Blanding","UT",4,3,"living","P78091"
6,2,2011,"K4BL","Blanding","UT",6,2,"living","P78091"
3,28,2008,"K4BL","Blanding","UT",6,1,"living","P78091"
8,11,2006,"K4BL","Blanding","UT",9,4,"living","P78091"
7,19,2009,"K4BL","Blanding","UT",6,5,"living","P78091"
11,26,2011,"K4BL","Blanding","UT",6,2,"living","P78091"
1,24,2011,"K4BL","Blanding","UT",3,5,"living","P78091"
7,27,2007,"K4BL","Blanding","UT",8,2,"living","P78091"
5,21,2008,"K4BL","Blanding","UT",9,2,"living","P78091"
4,25,2012,"K4BL","Blanding","UT",6,3,"living","P78091"
11,7,2007,"KPDX","Portland","OR",4,1,"traveling","P78091"
11,18,2009,"KPDX","Portland","OR",2,1,"traveling","P78091"
1,8,2010,"KCEW","Crestview","FL",3,2,"living","I71490"
8,8,2013,"KCEW","Crestview","FL",10,1,"living","I71490"
3,20,2008,"KCEW","Crestview","FL",9,3,"living","I71490"
6,13,2006,"KCEW","Crestview","FL",10,1,"living","I71490"
3,28,2015,"KCEW","Crestview","FL",3,4,"living","I71490"
12,22,2013,"KCEW","Crestview","FL",7,5,"living","I71490"
3,30,2009,"KCEW","Crestview","FL",8,2,"living","I71490"
4,29,2010,"KCEW","Crestview","FL",8,5,"living","I71490"
9,13,2014,"KCEW","Crestview","FL",10,5,"living","I71490"
4,30,2010,"KCEW","Crestview","FL",5,1,"living","I71490"
3,27,2015,"KCEW","Crestview","FL",9,3,"living","I71490"
4,10,2012,"KCEW","Crestview","FL",8,2,"living","I71490"
6,10,2012,"KCON","Concord","NH",8,1,"traveling","I71490"
6,10,2007,"KSTS","Santa Rosa","CA",9,1,"traveling","I71490"
6,21,2012,"KTDZ","Toledo Metcalf","OH",7,5,"living","Y78589"
9,12,2010,"KTDZ","Toledo Metcalf","OH",10,5,"living","Y78589"
8,12,2006,"KTDZ","Toledo Metcalf","OH",8,4,"living","Y78589"
6,28,2012,"KTDZ","Toledo Metcalf","OH",9,3,"living","Y78589"
7,1,2014,"KTDZ","Toledo Metcalf","OH",7,4,"living","Y78589"
8,9,2009,"KTDZ","Toledo Metcalf","OH",7,5,"living","Y78589"
4,25,2012,"KTDZ","Toledo Metcalf","OH",8,4,"living","Y78589"
11,11,2012,"KTDZ","Toledo Metcalf","OH",1,4,"living","Y78589"
12,29,2007,"KFLL","Ft Lauderdale","FL",10,1,"traveling","Y78589"
7,24,2013,"KEUL","Caldwell","ID",8,5,"traveling","Y78589"
2,2,2011,"KTZR","Bolton Field","OH",2,4,"living","A18897"
3,10,2011,"KTZR","Bolton Field","OH",5,2,"living","A18897"
4,15,2012,"KTZR","Bolton Field","OH",7,5,"living","A18897"
5,25,2015,"KTZR","Bolton Field","OH",7,5,"living","A18897"
11,21,2007,"KTZR","Bolton Field","OH",5,1,"living","A18897"
12,18,2015,"KTZR","Bolton Field","OH",4,4,"living","A18897"
2,16,2014,"KTZR","Bolton Field","OH",4,5,"living","A18897"
5,15,2008,"KTZR","Bolton Field","OH",5,4,"living","A18897"
12,8,2009,"KTZR","Bolton Field","OH",4,2,"living","A18897"
2,23,2007,"KTZR","Bolton Field","OH",4,2,"living","A18897"
12,11,2009,"KTZR","Bolton Field","OH",3,3,"living","A18897"
3,17,2008,"KTZR","Bolton Field","OH",4,3,"living","A18897"
11,22,2007,"KTZR","Bolton Field","OH",2,5,"living","A18897"
3,28,2010,"KTZR","Bolton Field","OH",5,2,"living","A18897"
5,28,2014,"KMUI","Fort Indiantown Gap","PA",10,1,"traveling","A18897"
8,22,2007,"KLKV","Lakeview AWS","OR",6,5,"traveling","A18897"
3,10,2011,"KMUI","Fort Indiantown Gap","PA",2,1,"traveling","A18897"
11,7,2014,"KDTW","Detroit Metro","MI",3,2,"living","Q24392"
8,30,2013,"KDTW","Detroit Metro","MI",7,1,"living","Q24392"
11,11,2013,"KDTW","Detroit Metro","MI",2,5,"living","Q24392"
12,28,2007,"KDTW","Detroit Metro","MI",2,4,"living","Q24392"
12,2,2009,"KDTW","Detroit Metro","MI",4,3,"living","Q24392"
9,26,2010,"KDTW","Detroit Metro","MI",5,5,"living","Q24392"
8,28,2009,"KDTW","Detroit Metro","MI",7,3,"living","Q24392"
2,24,2007,"KDTW","Detroit Metro","MI",4,3,"living","Q24392"
9,8,2014,"KDTW","Detroit Metro","MI",8,1,"living","Q24392"
9,15,2012,"KDTW","Detroit Metro","MI",8,1,"living","Q24392"
5,21,2006,"KDTW","Detroit Metro","MI",1,5,"living","Q24392"
5,15,2009,"KDTW","Detroit Metro","MI",8,1,"living","Q24392"
6,5,2012,"KDTW","Detroit Metro","MI",9,5,"living","Q24392"
8,10,2011,"KDTW","Detroit Metro","MI",9,4,"living","Q24392"
5,17,2007,"KDTW","Detroit Metro","MI",5,1,"living","Q24392"
5,3,2007,"KDTW","Detroit Metro","MI",3,5,"living","Q24392"
11,1,2015,"KDEW","Deer Park","WA",2,5,"traveling","Q24392"
4,18,2007,"KADU","Audubon","IA",8,5,"traveling","Q24392"
4,8,2010,"KPAE","Everett","WA",2,2,"living","S21883"
4,9,2013,"KPAE","Everett","WA",5,3,"living","S21883"
3,14,2015,"KPAE","Everett","WA",2,4,"living","S21883"
3,19,2013,"KPAE","Everett","WA",3,4,"living","S21883"
2,13,2010,"KPAE","Everett","WA",5,2,"living","S21883"
2,12,2013,"KPAE","Everett","WA",5,5,"living","S21883"
8,4,2015,"KPAE","Everett","WA",8,1,"living","S21883"
7,2,2009,"KAUM","Austin","MN",10,5,"traveling","S21883"
11,5,2007,"KAUM","Austin","MN",1,5,"traveling","S21883"
4,16,2006,"KATT","Austin","TX",10,5,"traveling","S21883"
9,27,2013,"KFSE","Fosston","MN",5,5,"living","G81225"
9,14,2013,"KFSE","Fosston","MN",5,1,"living","G81225"
3,23,2011,"KFSE","Fosston","MN",2,3,"living","G81225"
11,12,2009,"KFSE","Fosston","MN",2,3,"living","G81225"
1,18,2009,"KFSE","Fosston","MN",4,2,"living","G81225"
5,22,2012,"KFSE","Fosston","MN",9,3,"living","G81225"
4,7,2015,"KFSE","Fosston","MN",3,5,"living","G81225"
11,24,2006,"KFSE","Fosston","MN",3,5,"living","G81225"
3,23,2006,"KFSE","Fosston","MN",4,4,"living","G81225"
7,9,2006,"KFSE","Fosston","MN",10,3,"living","G81225"
11,26,2009,"KFSE","Fosston","MN",4,3,"living","G81225"
8,30,2014,"KFSE","Fosston","MN",5,1,"living","G81225"
10,30,2010,"KFSE","Fosston","MN",4,4,"living","G81225"
9,11,2007,"KFSE","Fosston","MN",1,4,"living","G81225"
4,28,2009,"KONP","Newport Airport","OR",5,5,"traveling","G81225"
5,10,2008,"KONP","Newport Airport","OR",5,1,"traveling","G81225"
12,19,2012,"KTRM","Thermal","CA",6,5,"living","H66602"
4,16,2008,"KTRM","Thermal","CA",6,3,"living","H66602"
3,10,2011,"KTRM","Thermal","CA",8,1,"living","H66602"
7,28,2007,"KTRM","Thermal","CA",6,3,"living","H66602"
6,25,2006,"KTRM","Thermal","CA",6,3,"living","H66602"
9,17,2010,"KTRM","Thermal","CA",6,4,"living","H66602"
4,3,2012,"KTRM","Thermal","CA",6,2,"living","H66602"
3,26,2007,"KTRM","Thermal","CA",9,5,"living","H66602"
12,28,2007,"KTRM","Thermal","CA",3,2,"living","H66602"
4,9,2006,"KTRM","Thermal","CA",6,3,"living","H66602"
4,2,2015,"KTRM","Thermal","CA",6,1,"living","H66602"
8,18,2008,"KBDR","Bridgeport","CT",10,1,"traveling","H66602"
1,5,2013,"KICL","Clarinda","IA",4,1,"traveling","H66602"
2,27,2006,"K6A3","Andrews","NC",3,4,"living","Q19439"
4,15,2006,"K6A3","Andrews","NC",8,4,"living","Q19439"
1,3,2006,"K6A3","Andrews","NC",5,3,"living","Q19439"
4,12,2006,"K6A3","Andrews","NC",8,4,"living","Q19439"
2,26,2006,"K6A3","Andrews","NC",1,3,"living","Q19439"
1,4,2006,"K6A3","Andrews","NC",4,2,"living","Q19439"
3,5,2006,"K6A3","Andrews","NC",3,3,"living","Q19439"
4,22,2006,"K6A3","Andrews","NC",7,4,"living","Q19439"
3,15,2006,"K6A3","Andrews","NC",6,2,"living","Q19439"
2,18,2006,"K6A3","Andrews","NC",3,4,"living","Q19439"
4,18,2006,"K6A3","Andrews","NC",8,2,"living","Q19439"
4,9,2006,"K6A3","Andrews","NC",3,3,"living","Q19439"
1,31,2006,"K6A3","Andrews","NC",9,2,"living","Q19439"
11,5,2010,"KGFK","Grand Forks","ND",4,5,"traveling","Q19439"
7,6,2008,"KPIT","Pittsburgh","PA",10,1,"living","H20973"
12,31,2008,"KPIT","Pittsburgh","PA",1,5,"living","H20973"
10,29,2009,"KPIT","Pittsburgh","PA",5,4,"living","H20973"
2,27,2013,"KPIT","Pittsburgh","PA",2,2,"living","H20973"
4,14,2014,"KPIT","Pittsburgh","PA",1,3,"living","H20973"
3,8,2007,"KPIT","Pittsburgh","PA",4,5,"living","H20973"
8,11,2006,"KPIT","Pittsburgh","PA",9,5,"living","H20973"
5,29,2009,"KPIT","Pittsburgh","PA",7,2,"living","H20973"
7,30,2013,"KPIT","Pittsburgh","PA",8,2,"living","H20973"
8,15,2008,"KPIT","Pittsburgh","PA",10,4,"living","H20973"
11,24,2014,"KPIT","Pittsburgh","PA",1,2,"living","H20973"
3,24,2012,"KPIT","Pittsburgh","PA",10,4,"living","H20973"
5,4,2006,"KPIT","Pittsburgh","PA",8,5,"living","H20973"
5,27,2014,"KPIT","Pittsburgh","PA",7,1,"living","H20973"
3,18,2007,"KPIT","Pittsburgh","PA",2,5,"living","H20973"
11,5,2011,"KPIT","Pittsburgh","PA",3,4,"living","H20973"
10,9,2007,"KPIT","Pittsburgh","PA",10,5,"living","H20973"
6,16,2011,"KPIT","Pittsburgh","PA",10,3,"living","H20973"
11,25,2015,"KCWF","Lake Charles","LA",5,1,"traveling","H20973"
10,27,2009,"KNZY","North Island","CA",8,5,"traveling","H20973"
5,2,2010,"KDTS","Destin","FL",7,5,"living","M21425"
1,4,2010,"KDTS","Destin","FL",3,2,"living","M21425"
11,25,2013,"KDTS","Destin","FL",1,2,"living","M21425"
1,16,2013,"KDTS","Destin","FL",5,5,"living","M21425"
4,26,2006,"KDTS","Destin","FL",10,3,"living","M21425"
1,6,2009,"KDTS","Destin","FL",7,2,"living","M21425"
1,26,2011,"KDTS","Destin","FL",3,2,"living","M21425"
12,2,2015,"KDTS","Destin","FL",5,4,"living","M21425"
1,2,2006,"KDTS","Destin","FL",5,2,"living","M21425"
7,22,2012,"KDTS","Destin","FL",7,2,"living","M21425"
2,12,2008,"KDTS","Destin","FL",7,2,"living","M21425"
2,25,2012,"KDTS","Destin","FL",6,5,"living","M21425"
2,20,2013,"KDTS","Destin","FL",3,5,"living","M21425"
11,24,2013,"KIFP","Bullhead City","AZ",9,5,"traveling","M21425"
11,12,2011,"KGJT","Grand Junction","CO",3,1,"traveling","M21425"
2,23,2012,"KSOW","Show Low","AZ",6,3,"living","T41723"
8,30,2013,"KSOW","Show Low","AZ",5,1,"living","T41723"
2,7,2007,"KSOW","Show Low","AZ",3,5,"living","T41723"
9,4,2013,"KSOW","Show Low","AZ",8,5,"living","T41723"
10,3,2006,"KSOW","Show Low","AZ",9,3,"living","T41723"
3,9,2014,"KSOW","Show Low","AZ",3,1,"living","T41723"
8,30,2010,"KSOW","Show Low","AZ",1,1,"living","T41723"
3,30,2009,"KSOW","Show Low","AZ",1,1,"living","T41723"
11,13,2006,"KSOW","Show Low","AZ",3,2,"living","T41723"
5,8,2015,"KSOW","Show Low","AZ",1,4,"living","T41723"
4,22,2014,"KSOW","Show Low","AZ",1,4,"living","T41723"
8,2,2008,"KSOW","Show Low","AZ",6,4,"living","T41723"
11,29,2008,"KSOW","Show Low","AZ",4,3,"living","T41723"
5,24,2006,"KRVS","Tulsa Jones","OK",10,1,"traveling","T41723"
8,25,2012,"KRVS","Tulsa Jones","OK",7,1,"traveling","T41723"
6,29,2008,"KCEU","Clemson","SC",10,3,"living","N06252"
